wavelength transmission
18080.0 0.00012018
18090.0 0.00012081
18100.0 0.00012112
18110.0 0.00012181
18120.0 0.00012218
18130.0 0.00012269
18140.0 0.00012285
18150.0 0.00012283
18160.0 0.00012308
18170.0 0.00012329
18180.0 0.0001233
18190.0 0.00014164
18200.0 0.00014855
18210.0 0.00015145
18220.0 0.00015174
18230.0 0.00015072
18240.0 0.00014903
18250.0 0.00014577
18260.0 0.00014146
18270.0 0.00013543
18280.0 0.00012883
18290.0 0.00011896
18300.0 0.00011776
18310.0 0.00011625
18320.0 0.00011445
18330.0 0.00011297
18340.0 0.00011149
18350.0 0.00011004
18360.0 0.00010856
18370.0 0.00010711
18380.0 0.00010565
18390.0 0.00010392
18400.0 0.00010165
18410.0 9.9368e-05
