teff logg meta FUV NUV G3 G3_BP G3_RP U B V R I u g r i z J H Ks W1 W2 W3 H1 H2 H3 H4
11250.0 2.5 0.0 271789792.0 179758768.0 58135964.0 97724728.0 28063780.0 135640128.0 155846576.0 81418224.0 42015848.0 20025690.0 136269104.0 129154304.0 56665212.0 30543588.0 18164564.0 6192913.5 2206472.25 807877.1875 152058.484375 44572.984375 1182.4766845703125 51014871.51505718 213458607.98933557 269235833.2206764 272395217.7224045
11250.0 2.5 0.2 261402352.0 178982576.0 59102880.0 99478456.0 28453870.0 139080288.0 158865216.0 82694472.0 42655172.0 20278508.0 139733696.0 131479576.0 57568924.0 30979742.0 18381884.0 6256650.5 2225957.5 814225.0625 153037.984375 44818.625 1186.2960205078125 43247073.657729626 194415473.05755487 254968881.89784124 262752450.10432312
11250.0 3.5 -0.5 309378176.0 176090464.0 56073596.0 94203816.0 26934756.0 119068200.0 150659264.0 79168624.0 40437492.0 19228668.0 118849520.0 125624280.0 54603100.0 29363050.0 17374416.0 6028277.5 2139499.0 787620.0625 148433.1875 43558.453125 1163.102294921875 65415676.39630518 277396435.8062247 320454559.60286856 308094785.53837496
11250.0 3.5 0.0 297435264.0 177383392.0 57837008.0 97426272.0 27613770.0 124349064.0 156222304.0 81622504.0 41579600.0 19660104.0 124129488.0 130003768.0 56244516.0 30119926.0 17742664.0 6135240.5 2171069.25 797715.875 149918.8125 43915.59375 1167.42529296875 50113613.799886554 243561448.7265458 300804249.1064456 297410693.5331996
11250.0 2.5 0.5 240308784.0 177235776.0 60795072.0 102545840.0 29137584.0 145154896.0 164154928.0 84888248.0 43779332.0 20720020.0 145833344.0 135541792.0 59157520.0 31749016.0 18758340.0 6368800.5 2260170.5 825470.75 154781.0625 45258.08203125 1193.4180908203125 31425434.396413542 161180472.66547436 225650332.73996785 243482929.67953372
11250.0 4.0 0.2 297735872.0 179862032.0 58319336.0 98241168.0 27756938.0 122816856.0 157022304.0 82678104.0 41953252.0 19701622.0 121992464.0 131331032.0 56803460.0 30366210.0 17695304.0 6165477.0 2173704.25 800023.75 150174.53125 43959.5234375 1167.83349609375 38959272.943491936 228959632.11807278 294500755.24181515 299101548.24883825
11250.0 5.0 0.2 308425568.0 188643168.0 57519232.0 96299616.0 27577710.0 117755560.0 150500384.0 82618888.0 41853924.0 19497190.0 115753848.0 128437216.0 56569792.0 30404966.0 17353542.0 6156348.0 2165743.5 799846.125 150125.1875 43956.54296875 1169.601806640625 26773328.230766006 217569492.03147534 297594626.91510195 310520405.5614923
11250.0 2.0 0.2 245741952.0 185382256.0 58394808.0 97768096.0 28556616.0 146834752.0 153803104.0 81461832.0 42621100.0 20357436.0 147430592.0 127795976.0 57275424.0 31138858.0 18439718.0 6263949.5 2241091.75 820430.875 154710.703125 45381.62109375 1202.014404296875 43361238.40405048 176191605.40231842 235353527.65381402 247162355.3969575
11250.0 3.5 0.5 266611120.0 177798096.0 60385020.0 102080064.0 28604024.0 132335432.0 164342928.0 85033200.0 43238916.0 20290204.0 132111592.0 136301232.0 58622300.0 31228506.0 18278442.0 6292431.0 2218005.75 812979.375 152233.015625 44490.875 1176.217529296875 29842015.37747213 183353660.12411872 250495721.59503332 270964633.6439799
11250.0 2.0 -0.5 271986400.0 187585920.0 55576892.0 92718344.0 27369784.0 135613536.0 145484192.0 77694632.0 40703592.0 19584568.0 136207040.0 121261136.0 54600040.0 29805920.0 17778722.0 6067559.5 2179534.5 800079.8125 151471.75 44551.078125 1188.38330078125 65613726.76019972 226176544.4754652 267259959.4335703 272993543.5779984
11250.0 2.0 -1.0 279058176.0 186801888.0 54203104.0 90287592.0 26769776.0 129869840.0 141643824.0 75812704.0 39744680.0 19192940.0 130516792.0 118167960.0 53276012.0 29129874.0 17445844.0 5966891.5 2147252.75 789149.5625 149660.109375 44073.01171875 1180.1259765625 76325064.15213414 247041962.83668575 276448233.6178676 280016972.0364538
11250.0 2.5 -1.0 292158240.0 178260160.0 54778704.0 91691976.0 26677914.0 123550256.0 145826640.0 76821624.0 39754816.0 19128942.0 124197656.0 121224216.0 53486412.0 28991860.0 17397482.0 5965842.5 2136244.25 784786.375 148441.703125 43658.59375 1168.7611083984375 77832028.72693296 269037140.18540883 297691123.7457073 291835389.55199635
11250.0 3.0 0.0 285677664.0 177293744.0 58120568.0 97894896.0 27840568.0 129464648.0 156996560.0 81679696.0 41811340.0 19849088.0 129759280.0 130178736.0 56506708.0 30314774.0 17972046.0 6164420.0 2187936.0 802136.875 150801.53125 44180.85546875 1173.043701171875 51462037.13281588 231037209.063426 286934677.1368165 285887504.5664871
11250.0 4.5 0.5 282215008.0 184879952.0 59367484.0 99971008.0 28189828.0 124035056.0 158725472.0 84592080.0 42800224.0 19925470.0 122554760.0 133678072.0 58000492.0 30961016.0 17797466.0 6241515.5 2192626.0 807677.9375 151336.71875 44252.1640625 1173.5467529296875 24985082.570427414 188958887.5481871 261107193.8667722 286994922.6253992
11250.0 5.0 -0.5 335976576.0 185908368.0 55369848.0 92376944.0 26751690.0 111458960.0 143844880.0 79564032.0 40459052.0 18973906.0 109518848.0 123090648.0 54559764.0 29486254.0 16906072.0 6029150.5 2126422.5 786955.4375 148062.453125 43418.4765625 1160.1036376953125 37045554.930296704 264841348.87485427 342046535.11945474 335780994.90978676
11500.0 5.0 0.0 371738432.0 209594960.0 59226008.0 99415512.0 28271664.0 125045032.0 155759152.0 84977360.0 42947968.0 19962710.0 122825112.0 132595512.0 58094728.0 31161052.0 17765596.0 6271080.5 2202634.0 812198.0625 152311.46875 44581.2734375 1186.287109375 42553117.03196953 288980084.31695825 375513779.16917986 371400039.26985437
11500.0 2.5 -0.5 328284928.0 202804368.0 58647980.0 98623984.0 28316154.0 139900736.0 157009264.0 82171584.0 42374936.0 20202148.0 140245776.0 130209024.0 57121416.0 30824380.0 18316292.0 6238691.5 2224086.5 814785.25 153599.5625 45083.97265625 1200.7647705078125 86170411.5923836 291709190.95745623 332996591.8266066 327774804.66449517
11500.0 3.5 -0.5 353333376.0 197775664.0 58506876.0 98583520.0 27952616.0 129244880.0 157808592.0 82545656.0 42060568.0 19899104.0 128786928.0 131364144.0 56857452.0 30495474.0 17952884.0 6197385.5 2194365.75 806364.3125 151730.671875 44493.671875 1186.651123046875 84263774.85775673 326121333.1670341 368261898.9276894 351292067.50769216
11500.0 4.5 -0.5 374534752.0 202012640.0 57965996.0 97364720.0 27720686.0 122430656.0 153999008.0 82623064.0 41912908.0 19658196.0 120818800.0 129961120.0 56652616.0 30422996.0 17585534.0 6177545.5 2176935.0 803147.9375 151000.984375 44260.0703125 1181.5777587890625 66146511.50677802 331541161.26142466 391139554.3730464 372311567.9517648
11500.0 2.5 -1.0 333362848.0 200559232.0 57124980.0 95899080.0 27674044.0 133860776.0 152586080.0 80075224.0 41338076.0 19784630.0 134263120.0 126675296.0 55675948.0 30104142.0 17959800.0 6132342.0 2190475.75 803517.3125 151761.59375 44603.609375 1192.6285400390625 98675963.97783518 313959718.0488534 341081203.22030413 332578187.2671201
11500.0 4.5 0.2 353508224.0 205869424.0 60465516.0 101953984.0 28667334.0 130006752.0 161902224.0 86135800.0 43516888.0 20256160.0 128319136.0 136227024.0 58967324.0 31478128.0 18094700.0 6323731.5 2220595.0 817196.6875 153132.5625 44789.68359375 1189.3880615234375 46469749.869404465 276680112.06705153 353526272.2786087 354041293.1875379
11500.0 5.0 -0.5 384610080.0 207052896.0 57729540.0 96670296.0 27705576.0 120590624.0 151070080.0 82843096.0 41987608.0 19604946.0 118425376.0 128841272.0 56708012.0 30530956.0 17460114.0 6184400.0 2176373.25 803765.75 151020.515625 44257.73046875 1181.41455078125 51302857.915432 319427037.6781809 397431952.09093857 383186407.6580831
11500.0 2.5 0.2 302630400.0 203012480.0 61758156.0 104262968.0 29574890.0 151527424.0 166555872.0 86348448.0 44436464.0 21015980.0 151867920.0 137648880.0 60029964.0 32233114.0 19013310.0 6443345.5 2286902.75 835297.5 156777.890625 45881.5625 1212.82421875 57644643.86169883 233015863.05015847 298140215.61923766 303237386.92949444
11500.0 3.0 -0.5 341713632.0 198755584.0 58697052.0 98891080.0 28134688.0 134060112.0 158294192.0 82497784.0 42226508.0 20056178.0 134090496.0 131332576.0 57030592.0 30642650.0 18151824.0 6218598.0 2208614.0 810061.9375 152518.34375 44738.4296875 1192.2642822265625 86840860.90725099 312176833.07693654 352636213.15297186 340289120.88466287
11500.0 2.0 0.0 295350144.0 211943040.0 59965972.0 100580216.0 29243692.0 155583120.0 158031728.0 83691568.0 43697320.0 20810192.0 155799856.0 131321904.0 58743084.0 31909084.0 18823550.0 6378789.5 2279737.75 834258.75 157321.359375 46158.89453125 1223.902587890625 65990388.76654558 229963768.6031474 288003874.4854405 295865475.4340997
11500.0 5.0 0.2 359930464.0 210918416.0 60034116.0 100893560.0 28582336.0 127583024.0 158272592.0 86109920.0 43471868.0 20159348.0 125331040.0 134601424.0 58848804.0 31507192.0 17933410.0 6318877.5 2217419.75 817052.5 153093.34375 44786.76171875 1190.087890625 37685287.07126883 268135840.23889065 355840837.1372182 360873467.0164719
11500.0 3.5 0.2 333081184.0 200527360.0 61421476.0 103922872.0 29075990.0 138655936.0 167056752.0 86544648.0 43943108.0 20614174.0 138164560.0 138590912.0 59555660.0 31749426.0 18562458.0 6374800.5 2247003.25 823325.0 154258.265625 45108.828125 1194.7945556640625 55724946.20717457 265584471.01026404 333600130.94308233 333665757.462122
11500.0 3.0 -1.0 344815904.0 195850176.0 57197620.0 96192328.0 27517482.0 128490776.0 153840256.0 80417712.0 41221260.0 19656372.0 128572712.0 127782640.0 55619172.0 29952122.0 17809856.0 6117389.5 2177013.5 799552.625 150824.515625 44299.33203125 1184.978515625 98529399.19126868 332926678.4489031 359329932.6009316 342859794.66126245
11500.0 4.0 -1.0 365091744.0 195623136.0 56928132.0 95649128.0 27285232.0 120841520.0 152292080.0 80707552.0 41083780.0 19423910.0 119866016.0 127653000.0 55493500.0 29833818.0 17467350.0 6098281.0 2157216.0 795391.5625 149848.015625 43979.546875 1177.21435546875 85721309.2362795 349603496.13696665 386142850.95189136 361945444.18953526
11500.0 4.5 -1.0 375755936.0 198891584.0 56779960.0 95207776.0 27251710.0 118421128.0 150365744.0 80950704.0 41139016.0 19355724.0 116857808.0 127061496.0 55553268.0 29902064.0 17324986.0 6102523.0 2153492.0 795439.5 149758.578125 43937.8125 1176.0775146484375 72009110.17827019 346006986.3451348 396429489.27038044 372750374.6694382
11500.0 5.0 -1.0 387148544.0 204376512.0 56663420.0 94730144.0 27285394.0 117038488.0 147802064.0 81334480.0 41293536.0 19333912.0 114921416.0 126226160.0 55720764.0 30065048.0 17226182.0 6117670.0 2155404.5 796854.3125 149905.28125 43968.63671875 1176.44921875 54821174.73001247 331820046.9932032 403673773.40337205 385131111.5509676
11500.0 2.5 0.0 313254944.0 203552832.0 60727300.0 102384600.0 29162380.0 147673344.0 163315936.0 84990360.0 43760516.0 20748476.0 147996960.0 135160288.0 59074356.0 31772178.0 18783198.0 6376209.0 2266350.5 828617.4375 155745.3125 45622.08203125 1208.743896484375 66988106.64227978 253770691.5227433 312718800.06780475 313179017.1780771
11500.0 2.5 0.5 280570368.0 201624032.0 63555284.0 107538176.0 30292884.0 158282288.0 172219472.0 88677848.0 45618876.0 21479216.0 158630752.0 141986832.0 61702788.0 33040684.0 19408206.0 6560349.5 2322564.25 846986.625 158589.328125 46339.33984375 1220.3170166015625 42938248.81075897 196087040.00910422 267370887.71804833 283005702.3327365
11500.0 4.0 0.2 344646784.0 202452896.0 60948208.0 103001256.0 28838544.0 133738944.0 164895232.0 86314480.0 43684840.0 20413374.0 132655752.0 137609248.0 59219172.0 31565772.0 18311870.0 6343252.0 2230879.5 819299.75 153511.0625 44894.1953125 1190.7821044921875 52358777.46324298 274786374.089796 345774979.92122734 345169171.6546166
11500.0 3.0 0.0 328839136.0 200293728.0 60732044.0 102594904.0 28940004.0 141052816.0 164609776.0 85282648.0 43560956.0 20572414.0 141065408.0 136284304.0 58928476.0 31542472.0 18592782.0 6347617.5 2247504.25 822643.625 154417.421875 45204.60546875 1198.4990234375 67597396.93126297 274329213.0900468 333116779.6616437 328286053.6951511
11500.0 3.5 -1.0 354981440.0 194508816.0 57087352.0 96016888.0 27378802.0 124204464.0 153529488.0 80562544.0 41119740.0 19528560.0 123797776.0 127954784.0 55529388.0 29854872.0 17635518.0 6104147.5 2165463.75 796792.375 150195.546875 44096.28515625 1180.05322265625 94535273.14031777 344839985.10040617 373857923.7498777 352230823.7694574
11500.0 3.0 0.2 318872512.0 200347824.0 61756184.0 104470600.0 29339600.0 144591456.0 167887088.0 86645320.0 44224160.0 20828918.0 144611888.0 138803520.0 59873596.0 31988908.0 18812392.0 6411637.5 2266747.25 828876.0625 155363.75 45439.00390625 1201.9197998046875 57387645.61684815 251579158.38876927 317671614.50407666 319437128.5335794
11500.0 3.5 0.0 342148704.0 199939088.0 60433252.0 102105656.0 28698392.0 135451888.0 163864288.0 85211976.0 43309544.0 20373864.0 134966256.0 136123984.0 58646360.0 31327902.0 18357624.0 6315192.5 2229347.0 817605.6875 153399.25 44897.18359375 1191.7506103515625 66110487.972184174 289421643.093533 349351780.8908038 341289662.20146155
11500.0 4.0 0.5 322848544.0 203825232.0 62628324.0 106084488.0 29481462.0 139098144.0 170278080.0 88572816.0 44770040.0 20819660.0 137971152.0 141796928.0 60779588.0 32287032.0 18655476.0 6443937.5 2260860.0 829057.5 154992.6875 45263.859375 1196.6011962890625 38050028.832846895 229618497.72667193 307901869.523637 327007593.9803118
11500.0 4.0 -0.5 364142464.0 198957328.0 58236572.0 98023208.0 27806956.0 125347632.0 156276304.0 82545544.0 41943204.0 19760162.0 124321664.0 130829192.0 56711380.0 30415004.0 17755880.0 6182354.0 2183253.25 804000.6875 151228.71875 44337.27734375 1183.2349853515625 77452100.13388354 333044107.6389302 381081004.09753937 361797257.25270295
11500.0 2.0 0.5 263525200.0 208730384.0 62673684.0 105487536.0 30354978.0 166783424.0 166302832.0 87226608.0 45503176.0 21533952.0 167006432.0 137709456.0 61275204.0 33157234.0 19443868.0 6561515.0 2336477.25 852891.375 160261.203125 46912.078125 1236.9462890625 44378497.862747476 179208254.43139493 248009945.39127067 265282773.03091726
11500.0 4.5 0.5 331377344.0 207828032.0 62048784.0 104859840.0 29269832.0 134931200.0 166938656.0 88296752.0 44538128.0 20635606.0 133186272.0 140187712.0 60439544.0 32153102.0 18415800.0 6416966.5 2248571.25 826315.0 154534.6875 45143.59765625 1195.2530517578125 34370526.21677043 232122313.24050093 314379888.911318 335561899.77901185
11500.0 5.0 0.5 335739808.0 213103504.0 61513200.0 103598216.0 29150468.0 132210600.0 162882304.0 88156832.0 44433648.0 20517452.0 129894008.0 138274848.0 60234844.0 32142502.0 18237556.0 6406194.5 2244169.25 825824.3125 154475.84375 45143.24609375 1196.435791015625 29120716.535166472 227218291.70498505 315472838.3971355 339667084.42617327
11500.0 2.0 -1.0 318735616.0 210568560.0 56513448.0 94416408.0 27766460.0 140759840.0 148142752.0 79010280.0 41322912.0 19848788.0 141116608.0 123440944.0 55449096.0 30245972.0 18005902.0 6133770.5 2201942.5 808156.5 153053.453125 45043.2109375 1204.698486328125 96858436.19693859 288148910.68483204 317087903.76583415 319398841.7741986
11500.0 2.0 -0.5 311768576.0 211956544.0 57964320.0 96991080.0 28398744.0 147155328.0 152197232.0 80993400.0 42332420.0 20261562.0 147429760.0 126704920.0 56841600.0 30958702.0 18356476.0 6239681.5 2236018.0 819735.25 154987.71875 45556.69140625 1213.840087890625 84110265.30166405 265793885.85327807 307891639.36206037 312390291.53950053
11500.0 2.0 0.2 284802560.0 210847216.0 60954844.0 102371568.0 29651214.0 159690816.0 161049216.0 84990080.0 44355416.0 21077218.0 159920336.0 133652696.0 59663824.0 32364636.0 19054062.0 6446080.0 2300797.5 841161.5625 158414.375 46439.05078125 1228.708984375 57810279.45413288 211799819.36915717 275150801.600116 285536061.9054603
11500.0 3.5 0.5 311041088.0 201024080.0 63174720.0 107133632.0 29755888.0 144499568.0 172670640.0 88865072.0 45081632.0 21046676.0 143984032.0 142922176.0 61184512.0 32513006.0 18928950.0 6482800.0 2279278.0 833839.75 155852.859375 45505.3515625 1200.8975830078125 40397040.436643094 222061409.2980082 297521355.9623108 314834312.5327145
11500.0 3.0 0.5 296708768.0 199897424.0 63554956.0 107758192.0 30046678.0 150922016.0 173624144.0 88994032.0 45398432.0 21282052.0 150938160.0 143204000.0 61544792.0 32783616.0 19197552.0 6525571.5 2301133.0 840100.5625 157080.140625 45867.9453125 1208.6322021484375 41910645.48102631 210902020.30315736 284029062.69752115 299843327.3634271
11500.0 4.0 0.0 353699520.0 201517792.0 60021940.0 101297520.0 28487438.0 130847280.0 161920768.0 85045104.0 43091572.0 20191354.0 129782656.0 135286464.0 58364564.0 31173542.0 18123274.0 6288525.5 2214620.0 814030.125 152713.234375 44695.828125 1187.77099609375 61572217.6548324 298020996.9130916 362047459.80169076 352723376.7239165
11500.0 4.5 0.0 363708864.0 204683104.0 59603624.0 100372768.0 28339000.0 127332528.0 159177936.0 84938824.0 42961416.0 20048796.0 125672424.0 134075040.0 58166408.0 31111612.0 17918430.0 6272926.5 2205284.75 812218.625 152356.484375 44591.421875 1186.0428466796875 53558042.749566756 298722320.73029727 371276163.22354555 362837338.1185419
11750.0 5.0 -1.0 437666528.0 226026192.0 58934332.0 98863944.0 28202612.0 125950776.0 154740848.0 84493496.0 42764684.0 19940048.0 123605520.0 131755952.0 57788704.0 31070178.0 17757908.0 6266412.5 2203312.0 812910.6875 152708.28125 44761.328125 1196.478759765625 72859582.82127585 392164506.38404775 461404558.32037663 434202747.10005
11750.0 4.0 0.2 395392256.0 226732832.0 63607988.0 107824744.0 29931274.0 145203376.0 172838688.0 89990184.0 45436680.0 21130668.0 143819152.0 143948384.0 61662208.0 32780714.0 18930648.0 6522819.5 2288618.75 838858.375 156905.703125 45847.3671875 1214.197021484375 68649869.72204438 325245253.28360975 401229646.7888572 394976228.63024026
11750.0 5.0 0.5 391428256.0 237660064.0 64159828.0 108446216.0 30201698.0 143045312.0 171048496.0 91825592.0 46134348.0 21206560.0 140425664.0 144754496.0 62631384.0 33301740.0 18836924.0 6575666.0 2297866.75 843696.125 157539.9375 45997.23046875 1217.2828369140625 39837495.4233199 277565592.00617504 376965445.9792169 394476607.6927026
11750.0 3.0 0.2 366029600.0 225387616.0 64449428.0 109343984.0 30461438.0 157018336.0 175807200.0 90349712.0 46013700.0 21565854.0 156714864.0 145130336.0 62354832.0 33241470.0 19444400.0 6597499.0 2327105.0 849623.4375 159019.421875 46473.47265625 1227.55078125 74786811.98668113 297651646.07224727 368104992.78209835 365663302.4117999
11750.0 4.5 0.0 415523264.0 228411328.0 62146824.0 104990784.0 29377114.0 137940176.0 166822960.0 88468096.0 44627264.0 20731550.0 136000688.0 140181920.0 60497300.0 32260016.0 18511170.0 6442577.0 2259950.0 830600.4375 155552.53125 45491.87890625 1208.4136962890625 70845308.96816172 353707653.5637749 428954243.2628973 413541170.6952632
11750.0 4.5 0.2 406057760.0 229930544.0 63072120.0 106694344.0 29726626.0 140910976.0 169769024.0 89749160.0 45220044.0 20951686.0 138932816.0 142500896.0 61352352.0 32651014.0 18697586.0 6496556.0 2275965.25 835786.5 156345.0625 45690.5625 1211.52783203125 61954591.751589276 329766708.1099854 411880450.49677986 405505069.93190694
11750.0 3.0 -0.5 388217184.0 222413664.0 61154496.0 103321272.0 29164192.0 144989216.0 165472624.0 85898640.0 43867792.0 20732938.0 144739984.0 137095600.0 59306288.0 31791232.0 18732794.0 6389746.5 2264264.5 829208.75 155901.328125 45699.93359375 1216.3802490234375 109601729.25393714 363182655.99476796 402663243.88225824 386016075.1168089
11750.0 4.5 0.5 384247616.0 232547328.0 64773044.0 109829624.0 30367986.0 146431792.0 175231504.0 92060440.0 46308328.0 21355338.0 144377152.0 146774384.0 62921440.0 33370344.0 19038716.0 6595492.5 2305483.25 845371.3125 157806.96875 46056.88671875 1217.4456787109375 46194501.23393852 279509387.0257555 371555956.07460034 387765119.1503565
11750.0 5.0 0.0 425922336.0 233202592.0 61722220.0 103967736.0 29276166.0 135167360.0 163378384.0 88446072.0 44564448.0 20623704.0 132671768.0 138666576.0 60366848.0 32266544.0 18342094.0 6434009.0 2254738.5 829675.8125 155345.90625 45434.41796875 1207.5140380859375 57759219.70436906 346002868.9731478 436721961.7937163 424334507.0664118
11750.0 2.0 0.2 327478528.0 238327232.0 63516152.0 106993736.0 30739002.0 172906912.0 168325120.0 88519160.0 46082140.0 21791540.0 172736976.0 139527296.0 62045316.0 33582140.0 19663774.0 6626184.5 2359739.0 861578.0 162049.75 47474.89453125 1254.7618408203125 75571775.71145865 252179965.86292335 318760316.16595215 327341441.2576834
11750.0 2.5 -1.0 378177792.0 224412496.0 59482588.0 100141864.0 28667788.0 144501696.0 159412400.0 83341136.0 42920512.0 20437886.0 144634688.0 132170216.0 57867528.0 31213332.0 18519946.0 6297673.5 2244267.5 822077.6875 155050.65625 45539.87890625 1216.1973876953125 123501193.8185209 363397240.56240934 388486477.75261927 376803770.3183206
11750.0 3.5 0.5 359603136.0 226106688.0 65985484.0 112239832.0 30911234.0 157192336.0 181070704.0 92722288.0 46932000.0 21804440.0 156345632.0 149597280.0 63758856.0 33801740.0 19579704.0 6673144.0 2340637.5 854752.0 159498.28125 46528.95703125 1225.8916015625 53530963.16562095 265294662.01582465 349076412.96772707 362674173.4467764
11750.0 4.0 0.5 373418368.0 228684592.0 65410796.0 111146152.0 30616206.0 151238224.0 178659040.0 92402320.0 46592660.0 21563606.0 149790928.0 148456512.0 63323592.0 33549768.0 19296542.0 6629864.5 2320426.75 849201.3125 158470.5625 46236.1640625 1220.226318359375 50550005.855466716 274565395.95246404 361871564.4174866 376966257.47989553
11750.0 3.0 0.5 343251232.0 225432704.0 66360596.0 112853272.0 31205752.0 164055104.0 181947952.0 92841568.0 47250728.0 22042702.0 163729248.0 149825632.0 64116176.0 34077832.0 19849776.0 6716845.5 2363079.25 861341.8125 160813.265625 46922.39453125 1234.644287109375 55741766.40060816 252700608.5469071 333180688.6409208 345508927.20376664
11750.0 3.5 -1.0 401790176.0 216802368.0 59416220.0 100218984.0 28346396.0 133997712.0 160404000.0 83799144.0 42666276.0 20164950.0 133349272.0 133470696.0 57681328.0 30930868.0 18184336.0 6264363.0 2217266.25 814487.75 153300.6875 44976.125 1202.2391357421875 118635121.78102922 399864153.5794865 425114028.77708596 398157080.78550416
11750.0 4.0 -0.5 412957120.0 221796416.0 60655256.0 102396176.0 28806502.0 135502768.0 163455344.0 85905184.0 43542352.0 20417756.0 134216664.0 136583312.0 58940528.0 31524318.0 18324586.0 6347128.5 2236556.75 822108.75 154403.15625 45236.66796875 1205.8936767578125 98804410.71825503 388630733.6936447 434932009.3213835 409641577.86805254
11750.0 2.0 0.5 305069536.0 236801264.0 65329308.0 110295952.0 31474200.0 180682416.0 173888192.0 90888456.0 47283428.0 22267948.0 180479856.0 143824816.0 63734440.0 34409180.0 20070404.0 6745720.5 2396562.25 873618.875 163933.078125 47954.78125 1263.0423583984375 59483510.171326526 216439628.14772463 290142280.41332614 305839496.3031761
11750.0 2.5 0.0 358581216.0 229148192.0 63318808.0 107062744.0 30252530.0 160035392.0 170823168.0 88561512.0 45495248.0 21464796.0 160024064.0 141187744.0 61473912.0 32990454.0 19396378.0 6557204.0 2325377.25 849010.3125 159369.359375 46653.98828125 1234.6177978515625 86373963.83288956 298983270.527845 360426749.61680084 357667872.3943194
11750.0 5.0 -0.5 436640064.0 229605488.0 60094728.0 100976416.0 28662144.0 130076744.0 158276304.0 86129536.0 43521684.0 20236648.0 127663912.0 134586224.0 58862464.0 31580906.0 18013328.0 6339842.0 2226504.75 820607.5625 153976.328125 45096.2734375 1202.6884765625 68583892.61686996 378735712.46509415 456464280.9431694 433913565.8059829
11750.0 2.0 -1.0 361913472.0 236052960.0 58836184.0 98583104.0 28760926.0 151990768.0 154708624.0 82223664.0 42901008.0 20502286.0 152030896.0 128760096.0 57625908.0 31358882.0 18564120.0 6299374.0 2256065.5 826926.0625 156399.15625 45997.46875 1228.84228515625 121235848.94504832 333466587.24165666 361541509.75432414 362144715.36751926
11750.0 5.0 0.2 414843200.0 234861920.0 62583336.0 105549440.0 29603142.0 137939008.0 166078368.0 89652392.0 45118620.0 20829910.0 135401296.0 140815776.0 61166080.0 32631800.0 18517446.0 6484121.0 2270001.0 834624.125 156125.453125 45635.21875 1210.993408203125 51468026.52860743 323426016.9038802 417758239.1378431 414548580.957615
11750.0 4.0 0.0 403683808.0 225426368.0 62608152.0 105978720.0 29554950.0 141939632.0 169602112.0 88626760.0 44800732.0 20892670.0 140583232.0 141433216.0 60746132.0 32360256.0 18728474.0 6464294.0 2271329.0 833294.25 156071.96875 45642.47265625 1211.2652587890625 80131565.3007115 350871080.36721367 417021303.66028017 401693696.5383765
11750.0 2.5 -0.5 373476032.0 227382736.0 61098352.0 103037880.0 29349440.0 151254640.0 164095408.0 85558144.0 44019044.0 20881472.0 151301568.0 135909408.0 59396268.0 31978548.0 18898308.0 6410624.0 2280156.25 834168.0625 157041.46875 46064.58984375 1225.3837890625 108803733.69681548 339613833.5442133 380677041.8076247 372302797.2620256
11750.0 2.5 0.5 324888000.0 228079024.0 66316980.0 112552376.0 31439436.0 171759456.0 180322944.0 92472904.0 47448752.0 22231460.0 171742576.0 148458368.0 64239596.0 34321396.0 20052266.0 6749244.0 2383931.75 868089.625 162316.890625 47396.140625 1246.6759033203125 57482432.907610424 236049155.8574563 313541630.175848 326346149.5430335
11750.0 2.5 0.2 347799520.0 228947200.0 64416216.0 109070432.0 30688690.0 164328320.0 174289104.0 90005528.0 46209852.0 21747648.0 164323344.0 143844880.0 62484312.0 33477376.0 19639832.0 6627841.5 2346983.5 856044.1875 160454.734375 46926.99609375 1238.9471435546875 75332043.03831938 276574600.0524056 345604537.9288015 347491957.4023803
11750.0 4.5 -0.5 424758720.0 224661920.0 60355376.0 101697760.0 28698784.0 132236008.0 161174096.0 85943760.0 43479112.0 20303066.0 130375344.0 135699152.0 58843684.0 31502388.0 18147300.0 6337563.5 2228730.0 820594.375 154058.421875 45127.28515625 1203.5174560546875 85897255.16005555 389059211.40549576 447249049.9386584 421424554.1914437
11750.0 3.5 0.2 382106880.0 225084704.0 64111644.0 108793440.0 30190254.0 150636864.0 175024976.0 90251744.0 45724652.0 21345702.0 149833184.0 144951600.0 62031604.0 32991926.0 19191080.0 6558929.5 2306540.0 843650.75 157812.578125 46110.2890625 1219.4251708984375 72665781.35774675 313884170.1483175 386612199.94285214 381780008.72835225
11750.0 3.5 0.0 390709440.0 224118176.0 63046716.0 106827840.0 29785920.0 147009040.0 171561232.0 88821688.0 45046560.0 21088268.0 146221008.0 142286192.0 61058884.0 32540458.0 18971664.0 6495253.0 2287654.25 837560.6875 156899.890625 45886.48828125 1216.28564453125 85347907.16685681 340139332.37997663 402223940.2661723 388881146.05341905
11750.0 4.5 -1.0 424742560.0 220651520.0 59064204.0 99350368.0 28184956.0 127594768.0 157250240.0 84129144.0 42633332.0 19971812.0 125806816.0 132563688.0 57645772.0 30930052.0 17862988.0 6254993.5 2202824.5 812001.125 152651.78125 44756.34765625 1196.75341796875 92914448.00933635 404753737.9859448 451493402.4945089 420526208.43466973
11750.0 2.0 0.0 338330688.0 239102624.0 62472576.0 105095376.0 30311882.0 168381168.0 165127648.0 87148416.0 45392572.0 21511656.0 168210064.0 137059584.0 61080428.0 33105286.0 19421948.0 6555988.5 2337757.75 854387.125 160912.21875 47183.62890625 1249.7501220703125 85088894.75880118 271662934.5896534 331962318.4840447 338081240.5806038
