logTe log_g Mass e_Mass Age e_Age Teff
4.24 6.6 0.2249 0.0055 295.013 144.131 17378.0
4.24 6.7 0.2390 0.0048 211.461 130.349 17378.0
4.24 6.8 0.2554 0.0040 152.868 90.799 17378.0
4.24 6.9 0.2738 0.0035 108.353 72.401 17378.0
4.24 7.0 0.2963 0.0025 86.401 21.890 17378.0
4.24 7.1 0.3185 0.0024 90.489 15.597 17378.0
4.24 7.2 0.3405 0.0020 98.972 8.457 17378.0
4.24 7.3 0.3688 0.0033 125.916 18.866 17378.0
4.24 7.4 0.3962 0.0025 146.905 17.413 17378.0
4.24 7.5 0.4253 0.0006 175.811 5.063 17378.0
4.25 3.1 0.3930 0.0152 0.772 41.764 17782.794921875
4.25 3.2 0.3775 0.0149 4.002 40.961 17782.794921875
4.25 3.3 0.3629 0.0147 5.819 40.287 17782.794921875
4.25 3.4 0.3502 0.0115 4.620 44.205 17782.794921875
4.25 3.5 0.3380 0.0094 7.275 35.908 17782.794921875
4.25 3.6 0.3269 0.0087 7.645 33.091 17782.794921875
4.25 3.7 0.3167 0.0081 7.943 31.095 17782.794921875
4.25 3.8 0.3079 0.0084 6.308 42.608 17782.794921875
4.25 3.9 0.2996 0.0094 4.802 48.921 17782.794921875
4.25 4.0 0.2915 0.0078 7.883 45.215 17782.794921875
4.25 4.1 0.2832 0.0056 12.818 34.745 17782.794921875
4.25 4.2 0.2762 0.0057 15.509 40.667 17782.794921875
4.25 4.3 0.2700 0.0068 16.436 58.076 17782.794921875
4.25 4.4 0.2651 0.0086 6.794 80.491 17782.794921875
4.25 4.6 0.2568 0.0093 42.165 128.158 17782.794921875
4.25 4.7 0.2496 0.0092 68.476 136.538 17782.794921875
4.25 4.8 0.2413 0.0092 106.025 140.965 17782.794921875
4.25 4.9 0.2338 0.0090 135.411 146.122 17782.794921875
4.25 5.0 0.2265 0.0085 154.960 149.466 17782.794921875
4.25 5.1 0.2211 0.0081 147.845 151.850 17782.794921875
4.25 5.2 0.2169 0.0081 144.196 160.500 17782.794921875
4.25 5.3 0.2133 0.0078 158.967 169.596 17782.794921875
4.25 5.4 0.2088 0.0083 188.857 179.468 17782.794921875
4.25 5.5 0.2052 0.0082 229.303 181.720 17782.794921875
4.25 5.6 0.2020 0.0080 269.058 182.613 17782.794921875
4.25 5.7 0.1994 0.0079 312.870 183.891 17782.794921875
4.25 5.8 0.1948 0.0097 383.774 186.146 17782.794921875
4.25 5.9 0.1935 0.0099 418.728 182.215 17782.794921875
4.25 6.0 0.1938 0.0100 431.998 181.247 17782.794921875
4.25 6.1 0.1948 0.0100 435.167 178.616 17782.794921875
4.25 6.2 0.1965 0.0097 434.896 171.554 17782.794921875
4.25 6.3 0.2005 0.0081 382.940 162.480 17782.794921875
4.25 6.4 0.2065 0.0071 368.085 154.684 17782.794921875
4.25 6.5 0.2156 0.0066 333.931 146.937 17782.794921875
4.25 6.6 0.2270 0.0062 296.256 138.287 17782.794921875
4.25 6.7 0.2414 0.0053 203.864 112.714 17782.794921875
4.25 6.8 0.2580 0.0044 145.510 81.026 17782.794921875
4.25 6.9 0.2761 0.0041 110.170 70.988 17782.794921875
4.25 7.0 0.2963 0.0038 81.510 58.206 17782.794921875
4.25 7.1 0.3200 0.0024 82.645 15.109 17782.794921875
4.25 7.2 0.3425 0.0020 87.726 9.617 17782.794921875
4.25 7.3 0.3710 0.0034 115.152 17.158 17782.794921875
4.25 7.4 0.3979 0.0024 136.106 15.978 17782.794921875
4.25 7.5 0.4269 0.0006 164.325 4.483 17782.794921875
4.26 3.0 0.4116 0.0153 0.467 45.065 18197.017578125
4.26 3.1 0.3962 0.0146 3.877 42.908 18197.017578125
4.26 3.2 0.3816 0.0150 4.032 41.276 18197.017578125
4.26 3.3 0.3676 0.0147 4.965 40.377 18197.017578125
4.26 3.4 0.3552 0.0162 1.937 50.740 18197.017578125
4.26 3.5 0.3419 0.0100 7.561 38.536 18197.017578125
4.26 3.6 0.3307 0.0089 8.438 33.752 18197.017578125
4.26 3.7 0.3208 0.0083 7.961 31.501 18197.017578125
4.26 3.8 0.3113 0.0084 7.413 32.973 18197.017578125
4.26 3.9 0.3029 0.0092 5.138 46.919 18197.017578125
4.26 4.0 0.2948 0.0106 4.973 64.319 18197.017578125
4.26 4.1 0.2866 0.0063 10.557 38.390 18197.017578125
4.26 4.2 0.2790 0.0056 14.520 36.369 18197.017578125
4.26 4.3 0.2727 0.0066 15.069 53.505 18197.017578125
4.26 4.4 0.2674 0.0084 10.543 75.030 18197.017578125
4.26 4.8 0.2456 0.0094 110.979 138.507 18197.017578125
4.26 4.9 0.2373 0.0090 145.336 139.580 18197.017578125
4.26 5.0 0.2286 0.0085 178.990 140.975 18197.017578125
4.26 5.1 0.2219 0.0081 191.408 143.931 18197.017578125
4.26 5.2 0.2181 0.0083 164.751 160.219 18197.017578125
4.26 5.3 0.2151 0.0079 161.164 167.431 18197.017578125
4.26 5.4 0.2101 0.0090 191.112 177.839 18197.017578125
4.26 5.5 0.2044 0.0087 269.201 177.103 18197.017578125
4.26 5.6 0.2010 0.0093 299.627 181.286 18197.017578125
4.26 5.7 0.1990 0.0095 323.435 182.871 18197.017578125
4.26 5.8 0.1941 0.0105 391.930 186.649 18197.017578125
4.26 5.9 0.1923 0.0104 432.885 180.786 18197.017578125
4.26 6.0 0.1926 0.0102 445.293 172.683 18197.017578125
4.26 6.1 0.1948 0.0098 447.123 165.048 18197.017578125
4.26 6.2 0.1980 0.0096 443.209 159.863 18197.017578125
4.26 6.3 0.2030 0.0082 380.059 149.925 18197.017578125
4.26 6.4 0.2101 0.0077 343.426 145.495 18197.017578125
4.26 6.5 0.2196 0.0074 302.902 138.235 18197.017578125
4.26 6.6 0.2325 0.0068 236.322 118.127 18197.017578125
4.26 6.7 0.2458 0.0059 165.521 101.117 18197.017578125
4.26 6.8 0.2617 0.0055 121.691 83.145 18197.017578125
4.26 6.9 0.2796 0.0050 93.158 74.753 18197.017578125
4.26 7.0 0.2997 0.0042 66.439 55.779 18197.017578125
4.26 7.1 0.3218 0.0023 73.056 13.031 18197.017578125
4.26 7.2 0.3445 0.0021 77.169 10.172 18197.017578125
4.26 7.3 0.3731 0.0035 104.715 15.657 18197.017578125
4.26 7.4 0.3995 0.0023 125.414 14.053 18197.017578125
4.26 7.5 0.4285 0.0006 153.479 3.924 18197.017578125
4.27 3.0 0.4159 0.0111 6.919 17.098 18620.87109375
4.27 3.1 0.4022 0.0157 2.041 43.110 18620.87109375
4.27 3.2 0.3873 0.0152 2.569 41.904 18620.87109375
4.27 3.3 0.3734 0.0149 1.807 40.745 18620.87109375
4.27 3.5 0.3457 0.0098 9.402 31.054 18620.87109375
4.27 3.6 0.3352 0.0092 7.026 35.003 18620.87109375
4.27 3.7 0.3249 0.0088 6.884 34.672 18620.87109375
4.27 3.8 0.3153 0.0084 7.092 32.842 18620.87109375
4.27 3.9 0.3062 0.0089 6.693 42.101 18620.87109375
4.27 4.0 0.2978 0.0098 7.186 53.784 18620.87109375
4.27 4.1 0.2899 0.0106 8.091 65.053 18620.87109375
4.27 4.2 0.2823 0.0062 11.512 40.295 18620.87109375
4.27 4.3 0.2754 0.0065 14.883 46.116 18620.87109375
4.27 4.4 0.2697 0.0081 12.255 66.521 18620.87109375
4.27 4.8 0.2481 0.0097 100.957 139.026 18620.87109375
4.27 4.9 0.2402 0.0093 141.635 137.042 18620.87109375
4.27 5.0 0.2310 0.0088 184.725 135.519 18620.87109375
4.27 5.1 0.2241 0.0085 196.655 140.833 18620.87109375
4.27 5.2 0.2201 0.0084 182.580 154.124 18620.87109375
4.27 5.3 0.2166 0.0084 186.320 160.615 18620.87109375
4.27 5.4 0.2116 0.0103 212.477 179.310 18620.87109375
4.27 5.5 0.2073 0.0111 241.714 186.515 18620.87109375
4.27 5.6 0.1988 0.0102 359.919 174.645 18620.87109375
4.27 5.7 0.1937 0.0110 413.842 178.604 18620.87109375
4.27 5.8 0.1922 0.0108 436.637 174.782 18620.87109375
4.27 5.9 0.1907 0.0104 458.816 163.301 18620.87109375
4.27 6.0 0.1924 0.0101 462.416 160.537 18620.87109375
4.27 6.1 0.1950 0.0098 465.619 155.216 18620.87109375
4.27 6.2 0.1997 0.0090 404.399 150.739 18620.87109375
4.27 6.3 0.2063 0.0085 374.810 142.090 18620.87109375
4.27 6.4 0.2159 0.0081 295.598 133.954 18620.87109375
4.27 6.5 0.2262 0.0076 244.700 124.048 18620.87109375
4.27 6.6 0.2380 0.0074 201.899 117.281 18620.87109375
4.27 6.7 0.2503 0.0066 139.755 101.059 18620.87109375
4.27 6.8 0.2657 0.0061 101.579 83.136 18620.87109375
4.27 6.9 0.2835 0.0056 67.559 67.286 18620.87109375
4.27 7.0 0.3030 0.0051 49.875 57.735 18620.87109375
4.27 7.1 0.3244 0.0043 44.951 41.533 18620.87109375
4.27 7.2 0.3465 0.0021 67.198 10.491 18620.87109375
4.27 7.3 0.3751 0.0035 94.574 14.074 18620.87109375
4.27 7.4 0.4006 0.0009 111.342 4.191 18620.87109375
4.27 7.5 0.4301 0.0006 143.208 3.382 18620.87109375
4.27 7.6 0.4570 0.0001 130.893 1.566 18620.87109375
4.28 3.0 0.4226 0.0119 6.227 18.288 19054.6171875
4.28 3.6 0.3399 0.0094 6.874 31.905 19054.6171875
4.28 3.7 0.3292 0.0086 7.305 28.872 19054.6171875
4.28 3.8 0.3197 0.0092 4.239 43.520 19054.6171875
4.28 3.9 0.3105 0.0091 5.234 43.124 19054.6171875
4.28 4.0 0.3021 0.0113 3.382 67.425 19054.6171875
4.28 4.1 0.2939 0.0111 6.582 66.191 19054.6171875
4.28 4.2 0.2857 0.0075 10.225 44.941 19054.6171875
4.28 4.3 0.2784 0.0068 14.750 45.115 19054.6171875
4.28 4.4 0.2719 0.0075 17.480 54.432 19054.6171875
4.28 4.5 0.2686 0.0101 0.922 80.519 19054.6171875
4.28 4.8 0.2554 0.0096 1.937 89.579 19054.6171875
4.28 4.9 0.2473 0.0103 35.055 100.451 19054.6171875
4.28 5.0 0.2356 0.0106 142.691 147.137 19054.6171875
4.28 5.1 0.2318 0.0105 134.740 156.038 19054.6171875
4.28 5.2 0.2254 0.0104 154.162 162.298 19054.6171875
4.28 5.3 0.2184 0.0106 192.186 167.832 19054.6171875
4.28 5.4 0.2121 0.0118 232.080 183.060 19054.6171875
4.28 5.5 0.2068 0.0127 276.912 189.998 19054.6171875
4.28 5.6 0.2023 0.0132 316.754 193.543 19054.6171875
4.28 5.7 0.1967 0.0120 387.864 170.522 19054.6171875
4.28 5.8 0.1957 0.0118 405.930 169.505 19054.6171875
4.28 5.9 0.1944 0.0112 413.806 158.594 19054.6171875
4.28 6.0 0.1961 0.0109 416.207 156.233 19054.6171875
4.28 6.1 0.1999 0.0109 406.100 156.020 19054.6171875
4.28 6.2 0.2054 0.0105 340.555 155.941 19054.6171875
4.28 6.3 0.2118 0.0095 308.687 140.743 19054.6171875
4.28 6.4 0.2212 0.0089 257.794 134.549 19054.6171875
4.28 6.5 0.2313 0.0085 216.678 125.521 19054.6171875
4.28 6.6 0.2432 0.0081 173.195 117.457 19054.6171875
4.28 6.7 0.2550 0.0073 115.235 100.847 19054.6171875
4.28 6.8 0.2704 0.0067 68.975 74.694 19054.6171875
4.28 6.9 0.2875 0.0062 44.056 65.884 19054.6171875
4.28 7.0 0.3065 0.0058 32.442 57.517 19054.6171875
4.28 7.1 0.3272 0.0051 33.576 45.632 19054.6171875
4.28 7.2 0.3486 0.0021 57.871 10.652 19054.6171875
4.28 7.3 0.3770 0.0034 84.755 12.400 19054.6171875
4.28 7.4 0.4025 0.0009 103.148 3.623 19054.6171875
4.28 7.5 0.4317 0.0006 133.486 2.844 19054.6171875
4.28 7.6 0.4574 0.0001 119.680 1.475 19054.6171875
4.29 3.0 0.4306 0.0137 3.555 18.561 19498.443359375
4.29 3.1 0.4136 0.0126 3.700 17.025 19498.443359375
4.29 3.6 0.3457 0.0099 4.005 33.856 19498.443359375
4.29 3.7 0.3342 0.0086 5.684 29.133 19498.443359375
4.29 3.8 0.3242 0.0095 4.561 41.857 19498.443359375
4.29 3.9 0.3150 0.0106 2.764 59.291 19498.443359375
4.29 4.0 0.3051 0.0103 7.308 57.852 19498.443359375
4.29 4.1 0.2969 0.0110 7.867 66.162 19498.443359375
4.29 4.2 0.2895 0.0123 7.800 80.806 19498.443359375
4.29 4.3 0.2821 0.0076 11.488 50.264 19498.443359375
4.29 4.4 0.2753 0.0075 14.962 55.384 19498.443359375
4.29 4.5 0.2695 0.0089 15.561 67.692 19498.443359375
4.29 5.0 0.2463 0.0129 23.169 136.297 19498.443359375
4.29 5.1 0.2379 0.0131 53.370 159.304 19498.443359375
4.29 5.2 0.2276 0.0131 139.970 179.501 19498.443359375
4.29 5.3 0.2176 0.0136 213.646 187.022 19498.443359375
4.29 5.4 0.2119 0.0137 253.224 192.216 19498.443359375
4.29 5.5 0.2075 0.0138 294.906 193.169 19498.443359375
4.29 5.6 0.2031 0.0140 331.856 195.629 19498.443359375
4.29 5.7 0.2002 0.0137 368.060 191.471 19498.443359375
4.29 5.8 0.1992 0.0124 370.706 167.256 19498.443359375
4.29 5.9 0.1977 0.0118 377.556 153.426 19498.443359375
4.29 6.0 0.1998 0.0116 377.214 151.562 19498.443359375
4.29 6.1 0.2038 0.0114 365.999 150.061 19498.443359375
4.29 6.2 0.2112 0.0111 298.012 155.604 19498.443359375
4.29 6.3 0.2179 0.0108 265.443 150.768 19498.443359375
4.29 6.4 0.2271 0.0096 210.946 137.171 19498.443359375
4.29 6.5 0.2375 0.0090 173.545 126.011 19498.443359375
4.29 6.6 0.2491 0.0087 136.969 117.648 19498.443359375
4.29 6.7 0.2608 0.0078 83.690 98.602 19498.443359375
4.29 6.8 0.2760 0.0072 37.785 73.095 19498.443359375
4.29 6.9 0.2922 0.0068 20.038 65.134 19498.443359375
4.29 7.0 0.3103 0.0064 16.620 57.806 19498.443359375
4.29 7.1 0.3302 0.0058 22.278 45.010 19498.443359375
4.29 7.2 0.3524 0.0049 33.923 31.843 19498.443359375
4.29 7.3 0.3789 0.0033 75.282 10.299 19498.443359375
4.29 7.4 0.4045 0.0010 95.294 3.180 19498.443359375
4.29 7.5 0.4333 0.0007 124.328 2.387 19498.443359375
4.30 3.0 0.4404 0.0148 0.186 19.920 19952.6328125
4.30 3.2 0.4056 0.0113 1.457 15.305 19952.6328125
4.30 3.3 0.3906 0.0106 1.711 14.264 19952.6328125
4.30 3.9 0.3190 0.0108 4.676 60.420 19952.6328125
4.30 4.0 0.3093 0.0113 5.894 64.891 19952.6328125
4.30 4.1 0.3006 0.0122 7.401 76.490 19952.6328125
4.30 4.2 0.2930 0.0132 8.515 82.399 19952.6328125
4.30 4.3 0.2856 0.0101 11.405 66.093 19952.6328125
4.30 4.4 0.2786 0.0078 10.198 59.661 19952.6328125
4.30 4.5 0.2723 0.0088 12.709 71.051 19952.6328125
4.30 5.0 0.2475 0.0144 38.931 163.116 19952.6328125
4.30 5.1 0.2367 0.0142 95.036 166.735 19952.6328125
4.30 5.2 0.2291 0.0146 126.648 177.990 19952.6328125
4.30 5.3 0.2238 0.0153 149.790 189.367 19952.6328125
4.30 5.4 0.2176 0.0160 200.780 200.484 19952.6328125
4.30 5.5 0.2140 0.0157 236.223 198.082 19952.6328125
4.30 5.6 0.2086 0.0156 288.518 196.679 19952.6328125
4.30 5.7 0.2040 0.0154 333.832 192.307 19952.6328125
4.30 5.8 0.2020 0.0152 356.084 187.950 19952.6328125
4.30 5.9 0.2006 0.0141 364.625 170.913 19952.6328125
4.30 6.0 0.2020 0.0134 363.959 162.311 19952.6328125
4.30 6.1 0.2066 0.0128 344.326 156.332 19952.6328125
4.30 6.2 0.2144 0.0125 282.049 162.546 19952.6328125
4.30 6.3 0.2232 0.0117 231.903 157.084 19952.6328125
4.30 6.4 0.2323 0.0107 179.177 149.453 19952.6328125
4.30 6.5 0.2420 0.0103 149.650 137.093 19952.6328125
4.30 6.6 0.2540 0.0096 109.660 120.624 19952.6328125
4.30 6.7 0.2663 0.0084 47.528 86.180 19952.6328125
4.30 6.8 0.2805 0.0079 25.399 76.064 19952.6328125
4.30 6.9 0.2960 0.0075 7.780 65.689 19952.6328125
4.30 7.0 0.3132 0.0069 8.732 57.129 19952.6328125
4.30 7.1 0.3329 0.0059 12.038 40.271 19952.6328125
4.30 7.2 0.3541 0.0049 30.262 29.767 19952.6328125
4.30 7.3 0.3802 0.0032 64.302 6.073 19952.6328125
4.30 7.4 0.4065 0.0009 87.868 2.902 19952.6328125
4.30 7.5 0.4350 0.0006 115.772 2.099 19952.6328125
4.30 7.6 0.4595 0.0001 101.338 1.393 19952.6328125
4.31 3.0 0.4522 0.0000 0.490 0.000 20417.376953125
4.31 3.1 0.4286 0.0069 1.755 2.674 20417.376953125
4.31 3.9 0.3241 0.0114 2.351 67.199 20417.376953125
4.31 4.0 0.3144 0.0127 3.137 75.896 20417.376953125
4.31 4.1 0.3047 0.0128 7.304 82.190 20417.376953125
4.31 4.2 0.2959 0.0132 11.614 84.699 20417.376953125
4.31 4.3 0.2885 0.0154 13.889 110.264 20417.376953125
4.31 4.4 0.2809 0.0093 15.207 70.059 20417.376953125
4.31 4.5 0.2743 0.0096 13.274 82.754 20417.376953125
4.31 4.9 0.2592 0.0153 3.716 165.912 20417.376953125
4.31 5.0 0.2477 0.0152 67.448 167.278 20417.376953125
4.31 5.1 0.2410 0.0158 88.405 176.872 20417.376953125
4.31 5.2 0.2363 0.0157 105.981 179.084 20417.376953125
4.31 5.3 0.2300 0.0158 130.452 187.232 20417.376953125
4.31 5.4 0.2224 0.0165 185.026 199.539 20417.376953125
4.31 5.5 0.2170 0.0166 229.946 202.873 20417.376953125
4.31 5.6 0.2126 0.0159 270.876 196.760 20417.376953125
4.31 5.7 0.2075 0.0158 314.066 191.293 20417.376953125
4.31 5.8 0.2055 0.0154 343.503 185.046 20417.376953125
4.31 5.9 0.2061 0.0150 345.165 181.392 20417.376953125
4.31 6.0 0.2063 0.0154 359.182 177.688 20417.376953125
4.31 6.1 0.2096 0.0149 352.619 170.746 20417.376953125
4.31 6.2 0.2155 0.0144 313.323 168.567 20417.376953125
4.31 6.3 0.2230 0.0141 275.155 166.738 20417.376953125
4.31 6.4 0.2341 0.0123 194.477 153.615 20417.376953125
4.31 6.5 0.2476 0.0107 110.227 128.843 20417.376953125
4.31 6.6 0.2576 0.0104 72.332 114.349 20417.376953125
4.31 6.7 0.2691 0.0095 44.838 93.971 20417.376953125
4.31 6.8 0.2827 0.0089 25.095 79.194 20417.376953125
4.31 6.9 0.2980 0.0082 8.991 66.240 20417.376953125
4.31 7.0 0.3153 0.0072 5.691 53.298 20417.376953125
4.31 7.1 0.3343 0.0063 13.898 40.564 20417.376953125
4.31 7.2 0.3552 0.0049 28.825 26.450 20417.376953125
4.31 7.3 0.3815 0.0025 57.131 5.434 20417.376953125
4.31 7.4 0.4084 0.0008 80.957 2.839 20417.376953125
4.31 7.5 0.4366 0.0005 107.783 1.959 20417.376953125
4.32 3.0 0.4584 0.0000 0.672 0.000 20892.96875
4.32 3.1 0.4353 0.0069 1.697 2.660 20892.96875
4.32 3.2 0.4202 0.0061 0.714 2.339 20892.96875
4.32 3.3 0.3986 0.0085 1.765 2.431 20892.96875
4.32 3.9 0.3292 0.0122 1.531 71.358 20892.96875
4.32 4.0 0.3176 0.0129 6.213 82.221 20892.96875
4.32 4.1 0.3081 0.0137 9.484 86.418 20892.96875
4.32 4.2 0.2990 0.0144 12.206 93.502 20892.96875
4.32 4.3 0.2909 0.0162 17.937 116.018 20892.96875
4.32 4.4 0.2827 0.0181 29.444 137.959 20892.96875
4.32 4.5 0.2757 0.0119 28.725 105.552 20892.96875
4.32 4.6 0.2691 0.0146 38.877 142.255 20892.96875
4.32 4.7 0.2628 0.0164 52.428 167.669 20892.96875
4.32 4.8 0.2664 0.0173 14.017 175.610 20892.96875
4.32 4.9 0.2601 0.0167 40.749 171.907 20892.96875
4.32 5.0 0.2535 0.0171 46.150 180.812 20892.96875
4.32 5.1 0.2484 0.0166 50.303 185.760 20892.96875
4.32 5.2 0.2411 0.0164 78.456 188.031 20892.96875
4.32 5.3 0.2327 0.0164 126.920 192.816 20892.96875
4.32 5.4 0.2251 0.0167 184.772 200.032 20892.96875
4.32 5.5 0.2180 0.0172 244.734 206.279 20892.96875
4.32 5.6 0.2132 0.0169 287.097 203.817 20892.96875
4.32 5.7 0.2079 0.0168 333.001 197.617 20892.96875
4.32 5.8 0.2065 0.0166 352.560 194.342 20892.96875
4.32 5.9 0.2075 0.0159 354.780 188.569 20892.96875
4.32 6.0 0.2099 0.0153 346.807 182.235 20892.96875
4.32 6.1 0.2141 0.0170 337.378 189.350 20892.96875
4.32 6.2 0.2202 0.0171 296.557 192.799 20892.96875
4.32 6.3 0.2272 0.0170 242.547 189.195 20892.96875
4.32 6.4 0.2369 0.0147 179.272 166.010 20892.96875
4.32 6.5 0.2480 0.0131 136.448 145.570 20892.96875
4.32 6.6 0.2580 0.0114 94.207 120.757 20892.96875
4.32 6.7 0.2707 0.0097 59.169 91.222 20892.96875
4.32 6.8 0.2851 0.0091 22.085 72.609 20892.96875
4.32 6.9 0.3008 0.0083 10.021 62.210 20892.96875
4.32 7.0 0.3182 0.0074 3.880 48.140 20892.96875
4.32 7.1 0.3374 0.0065 10.207 36.105 20892.96875
4.32 7.2 0.3579 0.0054 25.208 25.104 20892.96875
4.32 7.3 0.3813 0.0047 44.982 19.767 20892.96875
4.32 7.4 0.4104 0.0007 74.548 2.815 20892.96875
4.32 7.5 0.4383 0.0004 100.373 1.919 20892.96875
4.33 3.0 0.2650 0.0000 38.188 0.000 21379.6171875
4.33 3.1 0.4131 0.0053 7.100 1.013 21379.6171875
4.33 3.2 0.4122 0.0074 3.677 1.396 21379.6171875
4.33 3.3 0.4017 0.0092 2.029 2.513 21379.6171875
4.33 3.9 0.3305 0.0131 5.505 73.363 21379.6171875
4.33 4.0 0.3201 0.0141 8.794 84.584 21379.6171875
4.33 4.1 0.3111 0.0138 12.460 86.109 21379.6171875
4.33 4.2 0.3023 0.0153 12.840 102.010 21379.6171875
4.33 4.3 0.2941 0.0167 15.314 120.372 21379.6171875
4.33 4.4 0.2860 0.0189 23.833 147.997 21379.6171875
4.33 4.5 0.2763 0.0159 55.353 142.231 21379.6171875
4.33 4.6 0.2671 0.0158 84.995 160.239 21379.6171875
4.33 4.7 0.2624 0.0171 78.040 177.854 21379.6171875
4.33 4.8 0.2607 0.0186 65.096 191.583 21379.6171875
4.33 4.9 0.2605 0.0187 54.438 188.374 21379.6171875
4.33 5.0 0.2551 0.0183 54.547 195.187 21379.6171875
4.33 5.1 0.2487 0.0176 69.979 194.289 21379.6171875
4.33 5.2 0.2418 0.0169 107.634 191.893 21379.6171875
4.33 5.3 0.2328 0.0174 157.966 199.811 21379.6171875
4.33 5.4 0.2263 0.0174 196.463 204.492 21379.6171875
4.33 5.5 0.2198 0.0176 247.404 208.997 21379.6171875
4.33 5.6 0.2141 0.0175 296.988 209.587 21379.6171875
4.33 5.7 0.2086 0.0175 347.076 204.583 21379.6171875
4.33 5.8 0.2067 0.0172 372.791 198.448 21379.6171875
4.33 5.9 0.2075 0.0170 379.247 195.712 21379.6171875
4.33 6.0 0.2101 0.0168 373.617 192.174 21379.6171875
4.33 6.1 0.2138 0.0160 352.231 184.940 21379.6171875
4.33 6.2 0.2224 0.0178 285.764 197.524 21379.6171875
4.33 6.3 0.2301 0.0176 247.937 192.793 21379.6171875
4.33 6.4 0.2414 0.0159 171.577 177.427 21379.6171875
4.33 6.5 0.2516 0.0146 141.323 160.836 21379.6171875
4.33 6.6 0.2611 0.0128 94.003 133.809 21379.6171875
4.33 6.7 0.2742 0.0105 51.463 93.575 21379.6171875
4.33 6.8 0.2895 0.0093 20.810 71.665 21379.6171875
4.33 6.9 0.3054 0.0085 3.525 57.924 21379.6171875
4.33 7.0 0.3223 0.0076 0.845 44.967 21379.6171875
4.33 7.1 0.3410 0.0069 6.256 34.668 21379.6171875
4.33 7.2 0.3608 0.0057 23.257 24.006 21379.6171875
4.33 7.3 0.3838 0.0050 42.037 18.965 21379.6171875
4.33 7.4 0.4123 0.0005 68.621 2.699 21379.6171875
4.33 7.5 0.4400 0.0002 93.495 1.848 21379.6171875
4.34 3.0 0.3785 0.0000 18.907 0.003 21877.623046875
4.34 3.1 0.3733 0.0000 16.001 0.004 21877.623046875
4.34 3.2 0.4118 0.0081 5.275 1.515 21877.623046875
4.34 3.3 0.4002 0.0076 4.007 1.437 21877.623046875
4.34 3.8 0.3433 0.0164 9.347 73.990 21877.623046875
4.34 3.9 0.3333 0.0135 9.486 76.644 21877.623046875
4.34 4.0 0.3235 0.0136 12.378 78.916 21877.623046875
4.34 4.1 0.3135 0.0137 14.008 80.386 21877.623046875
4.34 4.2 0.3058 0.0153 12.526 100.631 21877.623046875
4.34 4.3 0.2977 0.0178 12.402 126.429 21877.623046875
4.34 4.4 0.2893 0.0204 21.003 158.890 21877.623046875
4.34 4.5 0.2811 0.0180 34.140 162.661 21877.623046875
4.34 4.6 0.2678 0.0183 104.930 182.775 21877.623046875
4.34 4.7 0.2646 0.0177 88.199 179.378 21877.623046875
4.34 4.8 0.2596 0.0188 77.857 198.806 21877.623046875
4.34 4.9 0.2545 0.0197 97.728 204.974 21877.623046875
4.34 5.0 0.2516 0.0198 88.367 208.897 21877.623046875
4.34 5.1 0.2493 0.0184 90.031 199.123 21877.623046875
4.34 5.2 0.2421 0.0182 113.869 203.791 21877.623046875
4.34 5.3 0.2353 0.0179 147.230 205.285 21877.623046875
4.34 5.4 0.2282 0.0179 196.326 208.842 21877.623046875
4.34 5.5 0.2216 0.0178 247.384 211.699 21877.623046875
4.34 5.6 0.2156 0.0179 299.719 213.664 21877.623046875
4.34 5.7 0.2105 0.0179 347.796 210.538 21877.623046875
4.34 5.8 0.2076 0.0176 380.242 203.220 21877.623046875
4.34 5.9 0.2074 0.0177 395.209 202.532 21877.623046875
4.34 6.0 0.2099 0.0177 391.429 200.474 21877.623046875
4.34 6.1 0.2143 0.0172 367.089 195.424 21877.623046875
4.34 6.2 0.2249 0.0179 294.105 199.659 21877.623046875
4.34 6.3 0.2334 0.0178 256.470 196.630 21877.623046875
4.34 6.4 0.2470 0.0167 161.018 184.727 21877.623046875
4.34 6.5 0.2569 0.0159 134.777 171.499 21877.623046875
4.34 6.6 0.2649 0.0136 79.396 141.487 21877.623046875
4.34 6.7 0.2782 0.0111 51.965 103.140 21877.623046875
4.34 6.8 0.2935 0.0094 23.315 69.360 21877.623046875
4.34 6.9 0.3094 0.0086 3.888 54.153 21877.623046875
4.34 7.0 0.3262 0.0079 1.226 42.794 21877.623046875
4.34 7.1 0.3443 0.0072 5.952 33.009 21877.623046875
4.34 7.2 0.3637 0.0061 21.702 23.105 21877.623046875
4.34 7.3 0.3870 0.0051 37.906 18.049 21877.623046875
4.34 7.4 0.4130 0.0042 59.159 11.317 21877.623046875
4.34 7.5 0.4417 0.0001 87.055 1.643 21877.623046875
4.35 3.0 0.3555 0.0000 24.865 0.002 22387.20703125
4.35 3.1 0.3564 0.0030 20.673 0.525 22387.20703125
4.35 3.2 0.3918 0.0082 9.869 1.616 22387.20703125
4.35 3.3 0.3906 0.0097 7.037 1.865 22387.20703125
4.35 3.9 0.3355 0.0148 13.434 70.860 22387.20703125
4.35 4.0 0.3262 0.0153 10.882 82.885 22387.20703125
4.35 4.1 0.3163 0.0143 15.133 76.252 22387.20703125
4.35 4.2 0.3085 0.0163 11.730 99.813 22387.20703125
4.35 4.3 0.3014 0.0186 8.462 127.704 22387.20703125
4.35 4.4 0.2931 0.0211 10.787 158.798 22387.20703125
